neighbourhood;latitude;longitude;room_type;price;minimum_nights;number_of_reviews;availability_365;number_of_reviews_ltm
Centrum-Oost;523.692;492.534;Entire home/apt;149;7;8;181;2
Oostelijk Havengebied - Indische Buurt;5.236.406;493.973;Private room;61;4;230;0;5
Centrum-West;5.237.595;487.697;Entire home/apt;100;4;86;3;0
Westerpark;5.237.381;487.296;Entire home/apt;122;25;59;0;9
De Baarsjes - Oud-West;5.236.608;486.301;Entire home/apt;160;2;3;0;3
Centrum-West;5.237.291;488.124;Entire home/apt;126;3;39;0;0
Slotervaart;5.235.896;481.951;Private room;101;2;321;264;49
Bos en Lommer;5.238.324;485.573;Entire home/apt;75;3;81;0;0
Oud-Oost;5.235.977;490.936;Entire home/apt;110;2;74;3;10
Oud-Oost;5.236.095;492.986;Entire home/apt;180;5;31;0;0
De Pijp - Rivierenbuurt;5.235.582;489.172;Entire home/apt;650;2;43;159;12
Slotervaart;5.235.896;481.951;Private room;196;2;42;258;2
Centrum-West;52.371.038.247.326.400;488.724.024.417.858;Private room;120;3;368;239;37
Oostelijk Havengebied - Indische Buurt;5.236.373;493.306;Private room;80;1;320;39;11
Centrum-West;5.236.991;488.717;Entire home/apt;180;3;17;187;14
Centrum-West;5.238.659;48.895;Entire home/apt;600;300;28;364;0
De Baarsjes - Oud-West;5.236.676;486.285;Entire home/apt;382;2;77;18;5
De Pijp - Rivierenbuurt;5.235.593;489.208;Private room;95;3;452;0;0
De Pijp - Rivierenbuurt;523.567;488.983;Entire home/apt;200;2;48;19;9
Oostelijk Havengebied - Indische Buurt;5.236.807;493.449;Entire home/apt;482;8;40;0;5
Noord-West;524.069;490.168;Entire home/apt;130;4;14;196;2
De Pijp - Rivierenbuurt;5.234.383;489.273;Entire home/apt;230;3;29;0;0
Bos en Lommer;5.238.393;484.977;Entire home/apt;185;2;10;0;0
Centrum-West;5.237.923;488.388;Entire home/apt;275;2;50;0;9
Oostelijk Havengebied - Indische Buurt;5.236.407;494.169;Entire home/apt;271;1;95;68;7
De Baarsjes - Oud-West;5.236.603;486.898;Entire home/apt;149;5;36;50;0
De Baarsjes - Oud-West;5.236.984;487.213;Entire home/apt;150;14;10;0;0
De Baarsjes - Oud-West;5.237.484;486.096;Entire home/apt;130;4;76;0;0
Oud-Oost;5.235.818;491.959;Entire home/apt;275;5;11;81;1
Oostelijk Havengebied - Indische Buurt;5.237.705;494.046;Private room;249;2;121;207;16
Oud-Noord;5.238.745;491.972;Entire home/apt;400;3;4;80;2
Bos en Lommer;5.237.567;485.533;Entire home/apt;75;3;19;0;0
De Pijp - Rivierenbuurt;5.235.096;489.336;Entire home/apt;115;14;17;0;0
De Pijp - Rivierenbuurt;5.235.254;488.886;Entire home/apt;195;1;40;0;18
De Baarsjes - Oud-West;5.236.137;48.665;Private room;109;2;471;292;41
De Pijp - Rivierenbuurt;5.235.539;488.758;Entire home/apt;135;2;98;5;4
Centrum-Oost;5.237.125;490.529;Private room;112;2;71;1;6
Watergraafsmeer;5.234.271;492.485;Private room;75;3;38;0;0
De Pijp - Rivierenbuurt;5.235.042;48.922;Entire home/apt;187;3;31;2;4
Zuid;5.234.976;484.908;Entire home/apt;200;2;143;249;0
Westerpark;5.237.292;487.225;Entire home/apt;180;6;81;188;0
Zuid;5.235.327;484.733;Entire home/apt;134;7;80;152;14
Oud-Oost;523.522;491.484;Entire home/apt;102;6;19;0;1
De Pijp - Rivierenbuurt;5.235.151;488.881;Entire home/apt;115;2;17;0;0
Oud-Oost;5.236.136;492.817;Entire home/apt;149;3;26;0;3
De Pijp - Rivierenbuurt;5.235.155;489.179;Entire home/apt;110;3;41;0;0
De Pijp - Rivierenbuurt;5.235.194;490.482;Private room;95;1;519;305;49
Noord-West;5.240.325;491.954;Entire home/apt;150;3;30;7;3
Westerpark;5.237.957;486.845;Entire home/apt;125;3;55;0;0
Oud-Noord;5.239.145;4.929;Entire home/apt;206;2;56;0;7
Zuid;5.235.289;487.731;Entire home/apt;466;3;21;0;1
Noord-West;5.241.278;491.917;Entire home/apt;90;3;19;0;2
De Baarsjes - Oud-West;5.237.429;486.268;Entire home/apt;190;2;79;64;9
Westerpark;5.238.995;48.726;Entire home/apt;150;2;9;0;0
Centrum-West;5.237.847;488.475;Entire home/apt;175;2;70;0;0
Zuid;5.235.469;485.663;Entire home/apt;190;1;109;240;7
De Pijp - Rivierenbuurt;5.235.198;490.531;Private room;92;2;215;82;65
Centrum-Oost;5.236.223;490.851;Entire home/apt;800;7;7;60;0
Oud-Oost;5.235.639;491.596;Entire home/apt;225;3;24;249;7
Oud-Noord;5.239.333;491.358;Entire home/apt;170;2;87;248;8
De Pijp - Rivierenbuurt;5.235.442;489.877;Entire home/apt;179;7;61;2;4
Oostelijk Havengebied - Indische Buurt;5.237.156;49.438;Entire home/apt;231;3;25;16;4
De Pijp - Rivierenbuurt;5.235.489;489.739;Entire home/apt;329;2;72;314;10
De Baarsjes - Oud-West;523.663;487.769;Private room;329;3;98;72;21
Noord-Oost;5.239.463;493.347;Entire home/apt;150;7;7;0;0
Centrum-West;5.238.428;488.636;Entire home/apt;250;3;36;0;3
Centrum-West;5.238.351;488.368;Private room;224;3;5;140;0
Centrum-West;5.236.693;488.522;Entire home/apt;300;3;31;0;4
De Baarsjes - Oud-West;5.236.556;485.074;Entire home/apt;279;4;100;31;3
Slotervaart;5.235.646;483.178;Entire home/apt;130;4;49;138;6
Centrum-Oost;5.236.779;492.649;Entire home/apt;169;2;25;0;2
Westerpark;5.238.255;487.069;Entire home/apt;185;1;5;0;5
Centrum-West;5.237.853;489.008;Private room;163;2;384;274;51
Zuid;5.235.092;484.941;Entire home/apt;250;3;41;72;4
Centrum-West;52.380.775;4.888.254;Private room;122;3;327;81;44
Westerpark;523.807;486.743;Entire home/apt;386;2;20;106;0
Watergraafsmeer;5.235.113;493.215;Entire home/apt;114;3;32;0;0
Centrum-Oost;5.237.369;490.379;Entire home/apt;158;4;555;25;61
Centrum-West;5.237.914;488.491;Entire home/apt;230;5;16;324;4
Oud-Oost;5.235.363;491.644;Entire home/apt;170;12;7;0;0
Centrum-West;523.823;488.576;Private room;94;1;497;172;38
Centrum-West;5.237.236;489.688;Private room;119;2;593;36;74
Centrum-West;5.237.674;489.224;Private room;95;2;186;8;31
De Baarsjes - Oud-West;523.724;48.717;Entire home/apt;100;4;43;10;2
Zuid;5.235.772;488.034;Private room;141;1;703;301;94
De Pijp - Rivierenbuurt;5.234.965;489.403;Private room;89;2;83;228;22
De Pijp - Rivierenbuurt;5.234.037;490.324;Entire home/apt;109;2;72;0;0
Oostelijk Havengebied - Indische Buurt;5.237.515;494.627;Private room;174;1;40;147;3
De Pijp - Rivierenbuurt;5.235.231;489.094;Entire home/apt;188;2;31;0;0
Bos en Lommer;5.238.414;485.433;Private room;65;3;199;269;7
Centrum-Oost;5.236.254;48.928;Private room;204;5;268;1;7
Slotervaart;523.695;483.711;Private room;100;2;116;0;14
De Pijp - Rivierenbuurt;5.234.201;4.895.274;Entire home/apt;400;2;0;0;0
Centrum-West;5.237.617;487.724;Entire home/apt;99;3;24;0;0
De Pijp - Rivierenbuurt;5.234.289;491.049;Entire home/apt;213;4;31;0;0
Zuid;5.235.296;488.243;Entire home/apt;234;2;26;0;1
Zuid;5.235.345;487.872;Entire home/apt;400;7;0;273;0
Oostelijk Havengebied - Indische Buurt;5.236.303;493.314;Private room;77;2;264;323;26
De Baarsjes - Oud-West;5.236.807;487.636;Private room;119;3;71;129;17
Centrum-West;5.238.308;488.416;Entire home/apt;136;3;72;0;2
Gaasperdam - Driemond;5.231.182;500.063;Private room;99;1;152;338;47
Watergraafsmeer;5.235.216;492.835;Entire home/apt;300;5;44;257;2
Gaasperdam - Driemond;5.231.217;499.983;Hotel room;98;1;71;347;10
Centrum-West;5.236.955;488.113;Private room;156;3;319;129;40
Gaasperdam - Driemond;523.102;500.055;Hotel room;122;1;93;346;22
Gaasperdam - Driemond;5.231.226;499.838;Hotel room;116;1;66;352;27
Bos en Lommer;5.237.673;484.669;Entire home/apt;130;4;98;115;14
Noord-Oost;5.238.517;49.561;Entire home/apt;239;6;15;147;1
De Baarsjes - Oud-West;523.634;485.335;Entire home/apt;125;3;85;0;3
Bos en Lommer;5.237.935;485.477;Entire home/apt;199;2;17;0;8
De Baarsjes - Oud-West;5.236.861;48.553;Entire home/apt;295;3;17;67;7
Zuid;5.235.612;488.026;Entire home/apt;275;2;20;1;0
Oud-Noord;5.239.519;491.041;Entire home/apt;467;2;342;301;41
De Baarsjes - Oud-West;5.236.409;484.923;Entire home/apt;316;5;93;193;5
Noord-Oost;5.239.567;50.052;Entire home/apt;114;1;376;159;34
Centrum-West;5.237.911;489.349;Private room;82;3;189;0;8
Oud-Oost;5.235.588;492.776;Entire home/apt;199;2;38;0;10
Centrum-West;5.238.744;48.892;Entire home/apt;200;3;12;64;0
De Baarsjes - Oud-West;5.236.513.927.772.390;485.357.289.860.341;Entire home/apt;176;3;0;12;0
Slotervaart;5.236.309;484.393;Private room;46;2;397;113;52
Centrum-West;5.237.514;488.916;Private room;160;2;328;202;82
Slotervaart;5.236.173;48.454;Private room;51;2;332;79;52
Centrum-Oost;5.236.124;489.053;Private room;149;2;112;261;57
De Pijp - Rivierenbuurt;5.234.272;49.135;Entire home/apt;135;4;41;9;2
Oostelijk Havengebied - Indische Buurt;5.236.402;493.394;Entire home/apt;185;5;12;0;3
Noord-West;5.240.613;492.436;Entire home/apt;140;3;14;0;3
Centrum-Oost;52.363.968;4.885.711;Private room;163;2;124;29;74
Zuid;5.235.748;485.038;Entire home/apt;230;3;31;0;0
De Pijp - Rivierenbuurt;5.234.926;488.719;Entire home/apt;200;100;46;180;0
Oud-Oost;5.235.035;491.362;Private room;133;3;200;133;26
Noord-Oost;5.239.508;499.186;Private room;87;2;95;356;14
De Baarsjes - Oud-West;5.236.491;486.102;Private room;146;1;115;321;59
Noord-Oost;52.406.182.036.307.600;4.929.924.400.979.910;Entire home/apt;325;1;4;0;4
De Baarsjes - Oud-West;5.236.714;486.019;Private room;158;1;189;334;122
Centrum-West;5.238.009;488.874;Entire home/apt;180;2;38;68;0
Geuzenveld - Slotermeer;5.237.292;48.203;Entire home/apt;120;2;3;0;0
Oostelijk Havengebied - Indische Buurt;5.236.307;494.322;Entire home/apt;165;3;30;0;3
Centrum-Oost;5.237.067;490.373;Entire home/apt;260;3;97;10;3
De Pijp - Rivierenbuurt;5.235.326;490.668;Entire home/apt;200;3;44;0;6
De Baarsjes - Oud-West;5.236.492;485.908;Entire home/apt;200;4;15;74;4
Bijlmer-Oost;5.232.613;497.748;Private room;65;2;335;195;10
Westerpark;5.237.486;487.437;Entire home/apt;155;3;53;0;0
De Pijp - Rivierenbuurt;5.235.593;490.072;Private room;125;3;346;61;34
IJburg - Zeeburgereiland;5.236.091;497.497;Entire home/apt;160;4;46;250;6
Oud-Noord;5.239.984;492.056;Entire home/apt;145;1;163;288;35
Centrum-West;5.237.615;489.001;Entire home/apt;800;3;64;243;11
De Baarsjes - Oud-West;5.236.623;485.891;Private room;235;1;19;334;10
De Baarsjes - Oud-West;5.236.689;485.891;Private room;149;1;23;295;12
De Baarsjes - Oud-West;5.236.568;485.883;Private room;146;1;74;338;54
De Baarsjes - Oud-West;5.236.519;486.058;Private room;206;1;45;336;8
De Baarsjes - Oud-West;5.236.556;485.867;Private room;158;1;20;344;14
Oud-Oost;5.235.507;49.114;Entire home/apt;109;14;37;29;1
De Pijp - Rivierenbuurt;5.234.329;489.392;Entire home/apt;235;3;36;64;0
Centrum-Oost;5.236.404;491.228;Private room;102;2;384;2;5
Oostelijk Havengebied - Indische Buurt;5.236.324;493.476;Entire home/apt;250;3;36;0;0
Westerpark;5.237.808;487.349;Entire home/apt;180;3;25;190;0
Westerpark;523.852;487.848;Private room;60;20;139;219;5
Noord-Oost;5.237.749;497.868;Entire home/apt;93;2;54;114;17
De Baarsjes - Oud-West;523.705;486.328;Entire home/apt;130;3;42;0;0
Oud-Noord;5.238.537;491.155;Entire home/apt;175;3;6;0;0
Oostelijk Havengebied - Indische Buurt;5.237.361;495.112;Entire home/apt;343;2;4;22;1
Westerpark;5.237.234;48.673;Entire home/apt;80;3;12;0;0
Oud-Oost;5.236.179;492.923;Entire home/apt;120;2;15;222;0
Centrum-West;5.237.598;48.931;Private room;240;2;260;58;1
De Baarsjes - Oud-West;5.236.695;487.465;Entire home/apt;350;1;20;0;4
Centrum-Oost;52.364.777;4.908.362;Private room;110;3;510;253;58
IJburg - Zeeburgereiland;5.235.227;500.066;Entire home/apt;135;3;76;0;0
Centrum-West;523.765;488.313;Private room;131;3;262;183;16
De Baarsjes - Oud-West;5.236.737;486.018;Private room;154;1;28;312;16
Slotervaart;5.236.101;482.224;Entire home/apt;125;2;1;0;0
De Baarsjes - Oud-West;5.236.998;487.264;Entire home/apt;232;3;38;4;5
Centrum-West;5.237.923;488.309;Entire home/apt;125;2;358;167;69
Noord-Oost;5.241.016;496.369;Private room;87;2;177;281;15
Centrum-Oost;5.236.029;490.464;Entire home/apt;135;6;44;0;3
Oud-Oost;5.235.746;492.205;Entire home/apt;140;5;22;61;3
Centrum-West;5.237.867;488.561;Entire home/apt;450;4;26;7;3
Centrum-Oost;5.236.182;490.581;Entire home/apt;149;5;23;0;0
Westerpark;5.237.351;487.087;Entire home/apt;250;4;201;0;1
Centrum-Oost;5.236.302;490.532;Entire home/apt;225;5;10;0;0
Geuzenveld - Slotermeer;5.237.746;483.598;Entire home/apt;249;3;43;0;2
Zuid;5.235.862;488.608;Entire home/apt;109;3;20;0;3
De Pijp - Rivierenbuurt;5.235.678;49.056;Entire home/apt;516;3;44;0;6
Bos en Lommer;5.237.805;485.454;Entire home/apt;80;3;145;0;0
Centrum-Oost;5.237.113;491.338;Entire home/apt;267;3;172;293;40
De Pijp - Rivierenbuurt;5.235.691;488.868;Entire home/apt;350;3;40;87;5
Oostelijk Havengebied - Indische Buurt;523.661;494.138;Entire home/apt;80;3;46;0;0
De Baarsjes - Oud-West;5.236.758;485.489;Entire home/apt;100;30;39;0;0
Osdorp;5.235.969;479.162;Entire home/apt;300;3;25;362;7
Oostelijk Havengebied - Indische Buurt;5.236.306;493.611;Entire home/apt;99;4;59;9;4
Zuid;5.235.108;485.356;Entire home/apt;303;4;48;220;3
Centrum-West;5.237.664;487.934;Entire home/apt;164;7;78;0;3
Centrum-West;5.238.169;488.362;Entire home/apt;200;4;26;0;0
Zuid;5.235.396;487.842;Entire home/apt;345;4;43;69;6
Oud-Noord;523.867;491.677;Entire home/apt;99;7;64;0;7
De Pijp - Rivierenbuurt;5.235.127;489.384;Private room;89;3;271;231;32
Oud-Oost;5.235.884;493.462;Entire home/apt;225;7;16;33;1
Geuzenveld - Slotermeer;5.238.468;481.532;Private room;60;2;42;0;6
Oud-Noord;5.238.777;494.446;Entire home/apt;175;3;16;0;3
De Aker - Nieuw Sloten;5.234.238;479.699;Private room;103;2;367;59;12
Zuid;5.235.685;487.343;Entire home/apt;399;4;37;1;4
Oud-Oost;5.235.554;491.515;Entire home/apt;245;10;0;249;0
Centrum-West;5.236.815;488.225;Entire home/apt;795;5;10;0;0
Noord-Oost;5.240.154;495.282;Private room;62;2;149;291;17
De Pijp - Rivierenbuurt;5.235.796;490.026;Private room;100;3;466;1;49
Bos en Lommer;523.757;485.931;Entire home/apt;137;4;36;0;0
Centrum-Oost;5.236.145;488.552;Entire home/apt;200;3;13;0;0
De Baarsjes - Oud-West;5.236.901;486.852;Entire home/apt;110;7;37;0;0
Centrum-West;5.236.641;487.983;Private room;97;2;307;62;40
De Baarsjes - Oud-West;5.236.203;485.018;Entire home/apt;180;2;33;0;2
De Pijp - Rivierenbuurt;5.234.718;488.952;Private room;94;3;68;1;25
De Pijp - Rivierenbuurt;5.235.206;489.746;Entire home/apt;144;2;92;0;13
Westerpark;5.237.418;486.866;Entire home/apt;145;3;27;3;0
Watergraafsmeer;5.235.629;494.228;Entire home/apt;165;5;1;0;0
De Baarsjes - Oud-West;5.236.099;485.987;Entire home/apt;90;6;30;0;0
Zuid;5.234.759;486.044;Entire home/apt;300;5;12;0;0
IJburg - Zeeburgereiland;5.235.542;49.981;Entire home/apt;150;3;3;0;0
Zuid;52.348.766;4.850.187;Entire home/apt;191;3;2;2;2
De Baarsjes - Oud-West;5.236.347;487.314;Entire home/apt;245;3;46;5;7
Centrum-Oost;5.237.296;490.789;Entire home/apt;189;3;78;17;9
Slotervaart;5.235.472;483.962;Private room;89;2;46;0;0
De Baarsjes - Oud-West;5.236.682;487.356;Entire home/apt;80;5;41;8;2
De Baarsjes - Oud-West;5.236.604;486.711;Entire home/apt;449;3;70;179;13
Centrum-West;5.237.995;488.577;Entire home/apt;250;3;67;0;7
Oud-Oost;5.235.677;491.537;Entire home/apt;250;4;30;29;2
Zuid;5.235.082;487.572;Entire home/apt;200;5;14;13;3
Watergraafsmeer;523.331;4.903;Private room;71;2;560;1;15
Westerpark;5.239.041;487.507;Entire home/apt;90;4;16;0;0
Oud-Oost;5.235.853;491.675;Entire home/apt;138;1;119;104;7
Westerpark;5.239.097;48.777;Entire home/apt;186;2;66;44;7
Zuid;5.235.518;4.881;Private room;95;1;217;329;32
Westerpark;5.238.573;48.663;Entire home/apt;200;2;10;0;0
Oud-Oost;5.235.294;491.728;Entire home/apt;110;2;28;0;0
Centrum-West;5.237.544;487.964;Entire home/apt;225;4;2;0;0
De Baarsjes - Oud-West;5.236.259;486.327;Entire home/apt;95;2;24;0;0
Oud-Oost;5.235.704;49.073;Entire home/apt;200;2;52;62;0
Centrum-Oost;5.236.908;490.657;Entire home/apt;250;5;11;16;3
Westerpark;5.237.479;487.261;Entire home/apt;295;5;31;55;8
Westerpark;5.238.329;487.189;Entire home/apt;138;3;11;0;0
Zuid;5.235.138;485.136;Entire home/apt;107;2;53;0;0
De Pijp - Rivierenbuurt;5.235.172;490.688;Entire home/apt;300;2;6;0;2
;;;;;;;;
Oud-Noord;5.239.729;491.497;Entire home/apt;145;3;14;85;2
De Pijp - Rivierenbuurt;5.234.176;489.855;Entire home/apt;154;3;19;0;2
Noord-West;5.241.704;48.996;Private room;75;3;152;0;12
De Baarsjes - Oud-West;5.237.075;487.471;Entire home/apt;138;5;62;0;1
Bos en Lommer;5.237.497;485.833;Entire home/apt;120;2;3;0;0
Centrum-Oost;5.236.342;488.956;Entire home/apt;379;2;198;214;39
De Baarsjes - Oud-West;5.237.131;487.306;Entire home/apt;300;3;75;245;13
De Pijp - Rivierenbuurt;5.235.334;488.987;Entire home/apt;275;2;22;0;0
De Pijp - Rivierenbuurt;5.234.751;489.073;Entire home/apt;115;7;38;0;3
Centrum-West;5.238.371;489.072;Private room;134;3;44;30;30
De Baarsjes - Oud-West;523.619;486.415;Private room;87;3;311;4;40
De Baarsjes - Oud-West;523.726;487.291;Entire home/apt;300;1;85;75;6
Westerpark;52.376.488;4.876.391;Entire home/apt;850;5;5;240;5
De Baarsjes - Oud-West;5.236.245;486.581;Private room;68;2;450;1;66
Westerpark;5.238.234;48.794;Entire home/apt;525;3;11;71;1
Watergraafsmeer;5.235.191;492.078;Private room;55;2;41;244;0
De Baarsjes - Oud-West;5.236.202;486.377;Entire home/apt;279;5;17;208;1
De Pijp - Rivierenbuurt;523.532;488.882;Private room;100;2;26;25;23
Centrum-West;5.237.385;488.359;Entire home/apt;488;7;14;94;2
De Pijp - Rivierenbuurt;5.235.601;490.013;Entire home/apt;250;2;36;0;0
Oud-Noord;5.238.526;491.799;Entire home/apt;157;2;11;202;3
Oud-Oost;5.235.772;490.668;Private room;75;4;405;4;26
De Baarsjes - Oud-West;5.236.112;486.083;Entire home/apt;300;4;38;0;6
Oostelijk Havengebied - Indische Buurt;5.236.253;493.751;Entire home/apt;99;2;32;0;0
De Baarsjes - Oud-West;5.236.037;486.123;Entire home/apt;150;8;22;0;2
IJburg - Zeeburgereiland;5.236.321;498.414;Private room;109;3;413;33;21
Oud-Noord;523.863;492.014;Entire home/apt;150;3;50;8;3
Centrum-West;5.238.789;488.825;Entire home/apt;275;5;28;249;6
De Baarsjes - Oud-West;5.236.454;487.213;Entire home/apt;222;5;43;44;2
De Pijp - Rivierenbuurt;5.235.554;490.439;Entire home/apt;160;2;37;6;8
Westerpark;5.237.577;487.255;Entire home/apt;120;2;19;0;0
Centrum-Oost;5.237.171;493.199;Entire home/apt;325;3;62;75;7
Centrum-West;5.238.224;488.347;Private room;231;2;368;6;74
De Baarsjes - Oud-West;5.236.364;486.081;Entire home/apt;90;3;7;0;1
Oud-Noord;5.239.578;490.585;Entire home/apt;410;3;4;0;4
Centrum-Oost;5.236.349;489.322;Private room;105;1;330;0;0
Centrum-West;5.237.943;489.126;Entire home/apt;192;7;71;158;15
Oud-Oost;5.235.926;492.586;Entire home/apt;339;3;47;353;3
Oostelijk Havengebied - Indische Buurt;5.237.047.576.904.290;49.409.708.976.745.600;Private room;249;3;171;320;28
Centrum-West;523.773;489.475;Private room;99;3;542;178;57
Bos en Lommer;5.237.838;486.084;Entire home/apt;85;5;12;0;0
Buitenveldert - Zuidas;5.232.487;485.825;Entire home/apt;110;3;62;93;0
Centrum-Oost;523.641;488.634;Entire home/apt;234;1;458;119;63
Watergraafsmeer;5.235.242;492.652;Private room;100;2;213;152;21
De Pijp - Rivierenbuurt;5.234.998;489.492;Entire home/apt;125;3;41;6;5
Centrum-Oost;5.236.239;489.859;Entire home/apt;140;5;151;91;32
Centrum-West;5.238.364;488.563;Entire home/apt;250;7;54;194;13
Zuid;5.235.098;48.861;Entire home/apt;153;7;33;0;0
Centrum-West;523.778;488.626;Entire home/apt;254;3;69;146;20
Oostelijk Havengebied - Indische Buurt;5.235.963;494.314;Entire home/apt;80;2;54;0;0
Centrum-West;5.237.808;489.456;Private room;82;3;106;0;3
Oud-Noord;5.239.359;490.803;Entire home/apt;175;4;19;89;0
De Pijp - Rivierenbuurt;5.234.361;489.763;Private room;171;1;338;286;39
De Pijp - Rivierenbuurt;5.235.099;488.663;Private room;129;3;328;116;44
Centrum-Oost;5.236.706;492.487;Entire home/apt;157;10;7;98;0
Zuid;5.235.497;485.051;Entire home/apt;199;4;51;155;0
De Baarsjes - Oud-West;5.236.724;486.813;Entire home/apt;109;14;14;0;0
Centrum-West;5.238.767;488.464;Entire home/apt;256;2;23;6;2
Zuid;5.235.369;486.822;Hotel room;175;1;87;277;2
Centrum-West;5.236.989;488.679;Entire home/apt;150;5;34;0;0
Centrum-Oost;5.236.108;490.585;Entire home/apt;414;1;70;301;8
Oud-Oost;5.236.204;492.375;Private room;78;28;101;88;11
Watergraafsmeer;5.235.396;493.526;Private room;87;2;293;314;45
Oud-Oost;5.234.935;491.202;Entire home/apt;163;2;57;3;8
Centrum-West;5.237.313;489.652;Private room;163;2;148;235;25
Oud-Oost;5.235.832;492.368;Entire home/apt;128;2;19;0;1
Bos en Lommer;5.238.182;484.981;Entire home/apt;185;5;3;3;3
Slotervaart;5.236.357;483.057;Entire home/apt;250;5;5;0;0
Zuid;5.234.972;486.443;Entire home/apt;159;2;46;0;5
Centrum-Oost;5.237.254;490.194;Private room;156;2;107;113;17
De Baarsjes - Oud-West;5.236.744;486.625;Entire home/apt;264;3;17;1;10
Centrum-Oost;523.608;490.162;Entire home/apt;175;28;9;0;0
Centrum-West;5.236.957;488.305;Entire home/apt;289;4;99;2;9
Zuid;5.235.302;487.571;Entire home/apt;425;3;55;55;7
De Baarsjes - Oud-West;5.236.732;486.448;Private room;107;1;722;122;95
Oud-Noord;5.239.293;493.417;Entire home/apt;250;4;32;0;4
Zuid;5.234.315;486.275;Entire home/apt;168;2;37;7;7
De Pijp - Rivierenbuurt;5.234.104;49.039;Private room;115;2;332;105;37
Westerpark;5.239.038;488.716;Private room;129;2;118;0;29
Slotervaart;52.360.755.906.500.900;4.844.416.118.844.120;Entire home/apt;165;15;14;68;0
Centrum-Oost;5.236.992;490.279;Private room;159;4;496;78;40
